"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File"
1004,"TO11","TO","20260418",5,8,492,495,"Brown-headed Nuthatch",0.8005,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260418_050800.wav",16,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-11_20260418_050800_001_C80.wav"
1005,"RE08","RE","20260411",6,14,3327,3330,"Brown-headed Nuthatch",0.8962,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C90.wav"
1006,"TO05","TO","20260328",6,37,858,861,"Brown-headed Nuthatch",0.989,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_063703.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-05_20260328_063703_001_C99.wav"
1007,"IF05","IF","20260312",7,0,2247,2250,"Brown-headed Nuthatch",0.2972,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_070002.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-22_20260312_070002_001_C30.wav"
1008,"TO07","TO","20260404",6,27,3162,3165,"Brown-headed Nuthatch",0.4208,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260404_062702.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-07_20260404_062702_001_C42.wav"
1009,"TO07","TO","20260315",5,51,609,612,"Brown-headed Nuthatch",0.9571,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260315_055100.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-07_20260315_055100_001_C96.wav"
1010,"TO03","TO","20260331",5,33,2154,2157,"Brown-headed Nuthatch",0.7208,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260331_053300.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260331_053300_001_C72.wav"
1011,"RE05","RE","20260313",6,41,2952,2955,"Brown-headed Nuthatch",0.259,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260313_064102.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-21_20260313_064102_001_C26.wav"
1012,"TO06","TO","20260406",6,24,1773,1776,"Brown-headed Nuthatch",0.9457,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260406_062402.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260406_062402_001_C95.wav"
1013,"TO14","TO","20260331",6,33,630,633,"Brown-headed Nuthatch",0.9535,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-14_20260331_063302_001_C95.wav"
1014,"TO13","TO","20260408",5,21,606,609,"Brown-headed Nuthatch",0.9974,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260408_052100.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-13_20260408_052100_001_C10.wav"
1015,"TO04","TO","20260306",7,59,2607,2610,"Brown-headed Nuthatch",0.8919,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_075902.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260306_075902_001_C89.wav"
1016,"TO04","TO","20260306",7,59,2589,2592,"Brown-headed Nuthatch",0.9966,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_075902.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260306_075902_001_C10.wav"
1017,"TO02","TO","20260330",5,34,3159,3162,"Brown-headed Nuthatch",0.9191,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-02_20260330_053400_001_C92.wav"
1018,"TO06","TO","20260326",5,40,3030,3033,"Brown-headed Nuthatch",0.9962,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260326_054000_001_C10.wav"
1019,"IF01","IF","20260404",6,27,27,30,"Brown-headed Nuthatch",0.3422,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_062702.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-27_20260404_062702_001_C34.wav"
1020,"TO13","TO","20260412",6,15,2217,2220,"Brown-headed Nuthatch",0.9566,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260412_061502.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-13_20260412_061502_001_C96.wav"
1021,"IF07","IF","20260305",16,18,822,825,"Brown-headed Nuthatch",0.9283,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260305_161802.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-32_20260305_161802_001_C93.wav"
1022,"TO05","TO","20260328",6,37,864,867,"Brown-headed Nuthatch",0.9609,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_063703.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-05_20260328_063703_001_C96.wav"
1023,"RE08","RE","20260411",7,14,33,36,"Brown-headed Nuthatch",0.2501,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_071402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_071402_001_C25.wav"
1024,"TO06","TO","20260306",7,8,3081,3084,"Brown-headed Nuthatch",0.8666,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260306_070802_001_C87.wav"
1025,"TO05","TO","20260328",5,37,693,696,"Brown-headed Nuthatch",0.6869,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-05_20260328_053700_001_C69.wav"
1026,"RE08","RE","20260311",7,1,2712,2715,"Brown-headed Nuthatch",0.7903,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260311_070102_001_C79.wav"
1027,"RE09","RE","20260311",7,1,3066,3069,"Brown-headed Nuthatch",0.9807,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-25_20260311_070102_001_C98.wav"
1028,"TO11","TO","20260331",6,33,3285,3288,"Brown-headed Nuthatch",0.9869,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-11_20260331_063302_001_C99.wav"
1029,"IF01","IF","20260307",7,7,2427,2430,"Brown-headed Nuthatch",0.961,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260307_070702.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-27_20260307_070702_001_C96.wav"
1030,"TO06","TO","20260326",5,40,2769,2772,"Brown-headed Nuthatch",0.9892,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260326_054000_001_C99.wav"
1031,"IF07","IF","20260304",7,18,612,615,"Brown-headed Nuthatch",0.9773,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260304_071802.wav",9,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-32_20260304_071802_001_C98.wav"
1032,"TO04","TO","20260303",9,59,612,615,"Brown-headed Nuthatch",0.9741,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_095902.wav",9,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260303_095902_001_C97.wav"
1033,"TO07","TO","20260327",5,38,3447,3450,"Brown-headed Nuthatch",0.4004,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO07\SMM2-07_20260327_053800.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-07_20260327_053800_001_C40.wav"
1034,"TO01","TO","20260325",5,41,2595,2598,"Brown-headed Nuthatch",0.9984,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_054100.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-01_20260325_054100_001_C10.wav"
1035,"TO01","TO","20260328",6,37,2052,2055,"Brown-headed Nuthatch",0.8093,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260328_063702.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-01_20260328_063702_001_C81.wav"
1036,"IF07","IF","20260301",13,18,1914,1917,"Brown-headed Nuthatch",0.8838,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260301_131852.wav",9,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-32_20260301_131852_001_C88.wav"
1037,"IF01","IF","20260404",6,27,606,609,"Brown-headed Nuthatch",0.5887,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_062702.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-27_20260404_062702_001_C59.wav"
1038,"RE08","RE","20260411",6,14,3366,3369,"Brown-headed Nuthatch",0.9812,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C98.wav"
1039,"TO10","TO","20260321",5,47,306,309,"Brown-headed Nuthatch",0.9987,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260321_054700.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260321_054700_001_C10.wav"
1040,"TO06","TO","20260326",5,40,810,813,"Brown-headed Nuthatch",0.9199,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_054000.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260326_054000_001_C92.wav"
1041,"TO13","TO","20260408",5,21,525,528,"Brown-headed Nuthatch",0.4256,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260408_052100.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-13_20260408_052100_001_C43.wav"
1042,"TO04","TO","20260303",11,59,2802,2805,"Brown-headed Nuthatch",0.9825,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_115902.wav",9,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260303_115902_001_C98.wav"
1043,"RE08","RE","20260411",6,14,3192,3195,"Brown-headed Nuthatch",0.9872,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C99.wav"
1044,"TO02","TO","20260311",7,1,2709,2712,"Brown-headed Nuthatch",0.6713,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-02_20260311_070102_001_C67.wav"
1045,"IF07","IF","20260307",9,18,2685,2688,"Brown-headed Nuthatch",0.5669,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260307_091802.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-32_20260307_091802_001_C57.wav"
1046,"TO14","TO","20260410",5,19,1818,1821,"Brown-headed Nuthatch",0.8997,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260410_051900.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-14_20260410_051900_001_C90.wav"
1047,"TO06","TO","20260326",6,40,681,684,"Brown-headed Nuthatch",0.7493,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260326_064002_001_C75.wav"
1048,"TO04","TO","20260303",10,59,1776,1779,"Brown-headed Nuthatch",0.6003,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_105902.wav",9,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260303_105902_001_C60.wav"
1049,"IF07","IF","20260306",7,18,1821,1824,"Brown-headed Nuthatch",0.9594,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF07\SMM2-32_20260306_071802.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-32_20260306_071802_001_C96.wav"
1050,"IF01","IF","20260404",5,27,2433,2436,"Brown-headed Nuthatch",0.9962,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-27_20260404_052700_001_C10.wav"
1051,"TO13","TO","20260426",4,58,2907,2910,"Brown-headed Nuthatch",0.6776,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260426_045800.wav",17,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-13_20260426_045800_001_C68.wav"
1052,"TO05","TO","20260305",6,9,435,438,"Brown-headed Nuthatch",0.9833,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260305_060900.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-05_20260305_060900_001_C98.wav"
1053,"TO14","TO","20260331",6,33,3132,3135,"Brown-headed Nuthatch",0.9908,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-14_20260331_063302_001_C99.wav"
1054,"TO04","TO","20260306",8,59,2010,2013,"Brown-headed Nuthatch",0.9889,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_085902.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260306_085902_001_C99.wav"
1055,"TO04","TO","20260306",8,59,2859,2862,"Brown-headed Nuthatch",0.7523,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_085902.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260306_085902_001_C75.wav"
1056,"TO10","TO","20260312",6,0,303,306,"Brown-headed Nuthatch",0.6436,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260312_060000.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260312_060000_001_C64.wav"
1057,"TO03","TO","20260331",5,33,558,561,"Brown-headed Nuthatch",0.9867,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260331_053300.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260331_053300_001_C99.wav"
1058,"TO08","TO","20260313",6,58,1707,1710,"Brown-headed Nuthatch",0.283,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_065802.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-08_20260313_065802_001_C28.wav"
1059,"TO04","TO","20260303",10,59,2469,2472,"Brown-headed Nuthatch",0.7562,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260303_105902.wav",9,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-04_20260303_105902_001_C76.wav"
1060,"TO06","TO","20260401",6,31,258,261,"Brown-headed Nuthatch",0.5107,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260401_063103.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260401_063103_001_C51.wav"
1061,"TO13","TO","20260408",6,21,1146,1149,"Brown-headed Nuthatch",0.7236,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO13\SMM2-13_20260408_062102.wav",14,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-13_20260408_062102_001_C72.wav"
1062,"TO14","TO","20260331",5,33,2610,2613,"Brown-headed Nuthatch",0.9674,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_053300.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-14_20260331_053300_001_C97.wav"
1063,"TO08","TO","20260326",6,40,153,156,"Brown-headed Nuthatch",0.8141,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-08_20260326_064002_001_C81.wav"
1064,"RE08","RE","20260411",6,14,3396,3399,"Brown-headed Nuthatch",0.9197,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C92.wav"
1065,"RE05","RE","20260313",6,41,2913,2916,"Brown-headed Nuthatch",0.4529,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260313_064102.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-21_20260313_064102_001_C45.wav"
1066,"TO10","TO","20260319",5,50,426,429,"Brown-headed Nuthatch",0.9641,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260319_055000.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260319_055000_001_C96.wav"
1067,"TO10","TO","20260321",5,47,174,177,"Brown-headed Nuthatch",0.9551,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260321_054700.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260321_054700_001_C96.wav"
1068,"TO03","TO","20260330",5,34,3234,3237,"Brown-headed Nuthatch",0.9106,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260330_053400.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260330_053400_001_C91.wav"
1069,"RE08","RE","20260411",6,14,3264,3267,"Brown-headed Nuthatch",0.5488,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C55.wav"
1070,"RE08","RE","20260311",7,1,2808,2811,"Brown-headed Nuthatch",0.5864,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260311_070102_001_C59.wav"
1071,"TO03","TO","20260315",6,51,1026,1029,"Brown-headed Nuthatch",0.9527,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260315_065102.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260315_065102_001_C95.wav"
1072,"TO14","TO","20260331",6,33,2016,2019,"Brown-headed Nuthatch",0.9755,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-14_20260331_063302_001_C98.wav"
1073,"TO09","TO","20260411",6,14,2058,2061,"Brown-headed Nuthatch",0.806,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-09_20260411_061402_001_C81.wav"
1074,"TO02","TO","20260311",7,1,2745,2748,"Brown-headed Nuthatch",0.4359,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260311_070102.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-02_20260311_070102_001_C44.wav"
1075,"TO11","TO","20260331",6,33,2601,2604,"Brown-headed Nuthatch",0.5109,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO11\SMM2-11_20260331_063302.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-11_20260331_063302_001_C51.wav"
1076,"TO10","TO","20260307",6,7,381,384,"Brown-headed Nuthatch",0.4348,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260307_060700.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260307_060700_001_C43.wav"
1077,"TO08","TO","20260313",5,58,399,402,"Brown-headed Nuthatch",0.9864,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260313_055800.wav",11,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-08_20260313_055800_001_C99.wav"
1078,"TO14","TO","20260331",5,33,135,138,"Brown-headed Nuthatch",0.6699,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO14\SMM2-14_20260331_053300.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-14_20260331_053300_001_C67.wav"
1079,"TO02","TO","20260320",5,48,1911,1914,"Brown-headed Nuthatch",0.6409,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO02\SMM2-02_20260320_054800.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-02_20260320_054800_001_C64.wav"
1080,"TO06","TO","20260306",7,8,3069,3072,"Brown-headed Nuthatch",0.9963,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260306_070802.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260306_070802_001_C10.wav"
1081,"TO10","TO","20260321",5,47,183,186,"Brown-headed Nuthatch",0.9969,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260321_054700.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260321_054700_002_C10.wav"
1082,"RE05","RE","20260309",8,41,2934,2937,"Brown-headed Nuthatch",0.3393,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260309_084102.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-21_20260309_084102_001_C34.wav"
1083,"TO06","TO","20260326",18,1,90,93,"Brown-headed Nuthatch",0.802,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_180100.wav",13,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-06_20260326_180100_001_C80.wav"
1084,"TO09","TO","20260411",6,14,2034,2037,"Brown-headed Nuthatch",0.8843,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO09\SMM2-09_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-09_20260411_061402_001_C88.wav"
1085,"RE08","RE","20260411",6,14,3312,3315,"Brown-headed Nuthatch",0.9698,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-30_20260411_061402_001_C97.wav"
1086,"IF03","IF","20260310",7,3,3111,3114,"Brown-headed Nuthatch",0.9986,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260310_070302.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-28_20260310_070302_001_C10.wav"
1087,"TO10","TO","20260319",5,50,525,528,"Brown-headed Nuthatch",0.6955,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO10\SMM2-10_20260319_055000.wav",12,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-10_20260319_055000_001_C70.wav"
1088,"TO03","TO","20260307",7,7,1746,1749,"Brown-headed Nuthatch",0.9188,"Sitta pusilla","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO03\SMM2-03_20260307_070702.wav",10,NA,"D:/BirdNet_Validations/Brown_headed_Nuthatch/SMM2-03_20260307_070702_001_C92.wav"
